Predictor,b,Seed,Dataset,Result
REC,4,19128,iliad,3980.561299000283
REC,5,19128,iliad,6562.195302522894
REC,6,19128,iliad,8325.493146081282
REC,7,19128,iliad,7264.999568145218
REC,8,19128,iliad,7259.550425384067
REC,2,19128,mare-balena,30091.65538105056
REC,3,19128,mare-balena,16903.56291339853
REC,4,19128,mare-balena,9302.76106487569
REC,5,19128,mare-balena,10411.973213836556
REC,6,19128,mare-balena,8858.22352765603
REC,7,19128,mare-balena,6414.337625353281
REC,8,19128,mare-balena,6020.406694337591
REC,2,19128,midsummer-nights-dream,432.6808689942018
REC,3,19128,midsummer-nights-dream,789.7484739275379
REC,4,19128,midsummer-nights-dream,1922.5617906327773
REC,5,19128,midsummer-nights-dream,2101.07762838028
REC,6,19128,midsummer-nights-dream,1765.541575520798
REC,7,19128,midsummer-nights-dream,2560.0031959026983
REC,8,19128,midsummer-nights-dream,2664.80227957906
REC,2,19128,quijote,5047.709793414476
REC,3,19128,quijote,16903.56291339853
REC,4,19128,quijote,17057.77871975125
REC,5,19128,quijote,32510.82352147901
REC,6,19128,quijote,46543.41798607625
REC,7,19128,quijote,20295.499093265662
REC,8,19128,quijote,24312.558822863855
REC,2,19128,valley-fear,432.6808689942018
REC,3,19128,valley-fear,1802.4579456294643
REC,4,19128,valley-fear,1702.916326650488
REC,5,19128,valley-fear,1693.731958634697
REC,6,19128,valley-fear,2561.860967570425
REC,7,19128,valley-fear,3633.950070112417
REC,8,19128,valley-fear,4690.76064272402
REC,2,19128,war-peace,2066.951531382569
REC,3,19128,war-peace,5204.695027013887
REC,4,19128,war-peace,6465.732793091528
REC,5,19128,war-peace,7893.035901408253
REC,6,19128,war-peace,7585.855856706605
REC,7,19128,war-peace,10555.572118418486
REC,8,19128,war-peace,13706.37528407782
REC,2,48828,crusoe,2583.9394142282113
REC,3,48828,crusoe,2281.5014624372907
REC,4,48828,crusoe,986.3879339791614
REC,5,48828,crusoe,4010.3628021718864
REC,6,48828,crusoe,3775.240218081328
REC,7,48828,crusoe,5404.865336658464
REC,8,48828,crusoe,5525.478497903268
REC,2,48828,dracula,19258.299443872358
REC,3,48828,dracula,2887.790913397196
REC,4,48828,dracula,1048.099679852859
REC,5,48828,dracula,1857.629833906711
REC,6,48828,dracula,3038.43077200035
REC,7,48828,dracula,4483.88640287319
REC,8,48828,dracula,6585.286153333617
REC,2,48828,iliad,19258.299443872358
REC,3,48828,iliad,7411.014989635007
REC,4,48828,iliad,3980.561299000283
REC,5,48828,iliad,6562.195302522894
REC,6,48828,iliad,8325.493146081282
REC,7,48828,iliad,7264.999568145218
REC,8,48828,iliad,7259.550425384067
REC,2,48828,mare-balena,30091.65538105056
REC,3,48828,mare-balena,16903.56291339853
REC,4,48828,mare-balena,9302.76106487569
REC,5,48828,mare-balena,10411.973213836556
REC,6,48828,mare-balena,8858.22352765603
REC,7,48828,mare-balena,6414.337625353281
REC,8,48828,mare-balena,6020.406694337591
REC,2,48828,midsummer-nights-dream,432.6808689942018
REC,3,48828,midsummer-nights-dream,789.7484739275379
REC,4,48828,midsummer-nights-dream,1922.5617906327773
REC,5,48828,midsummer-nights-dream,2101.07762838028
REC,6,48828,midsummer-nights-dream,1765.541575520798
REC,7,48828,midsummer-nights-dream,2560.0031959026983
REC,8,48828,midsummer-nights-dream,2664.80227957906
REC,2,48828,quijote,5047.709793414476
REC,3,48828,quijote,16903.56291339853
REC,4,48828,quijote,17057.77871975125
REC,5,48828,quijote,32510.82352147901
REC,6,48828,quijote,46543.41798607625
REC,7,48828,quijote,20295.499093265662
REC,8,48828,quijote,24312.558822863855
REC,2,48828,valley-fear,432.6808689942018
REC,3,48828,valley-fear,1802.4579456294643
REC,4,48828,valley-fear,1702.916326650488
REC,5,48828,valley-fear,1693.731958634697
REC,6,48828,valley-fear,2561.860967570425
REC,7,48828,valley-fear,3633.950070112417
REC,8,48828,valley-fear,4690.76064272402
REC,2,48828,war-peace,2066.951531382569
REC,3,48828,war-peace,5204.695027013887
REC,4,48828,war-peace,6465.732793091528
REC,5,48828,war-peace,7893.035901408253
REC,6,48828,war-peace,7585.855856706605
REC,7,48828,war-peace,10555.572118418486
REC,8,48828,war-peace,13706.37528407782
REC,2,14150,crusoe,2583.9394142282113
REC,3,14150,crusoe,2281.5014624372907
REC,4,14150,crusoe,986.3879339791614
REC,5,14150,crusoe,4010.3628021718864
REC,6,14150,crusoe,3775.240218081328
REC,7,14150,crusoe,5404.865336658464
REC,8,14150,crusoe,5525.478497903268
REC,2,14150,dracula,19258.299443872358
REC,3,14150,dracula,2887.790913397196
REC,4,14150,dracula,1048.099679852859
REC,5,14150,dracula,1857.629833906711
REC,6,14150,dracula,3038.43077200035
REC,7,14150,dracula,4483.88640287319
REC,8,14150,dracula,6585.286153333617
REC,2,14150,iliad,19258.299443872358
REC,3,14150,iliad,7411.014989635007
REC,4,14150,iliad,3980.561299000283
REC,5,14150,iliad,6562.195302522894
REC,6,14150,iliad,8325.493146081282
REC,7,14150,iliad,7264.999568145218
REC,8,14150,iliad,7259.550425384067
REC,2,14150,mare-balena,30091.65538105056
REC,3,14150,mare-balena,16903.56291339853
REC,4,14150,mare-balena,9302.76106487569
REC,5,14150,mare-balena,10411.973213836556
REC,6,14150,mare-balena,8858.22352765603
REC,7,14150,mare-balena,6414.337625353281
REC,8,14150,mare-balena,6020.406694337591
REC,2,14150,midsummer-nights-dream,432.6808689942018
REC,3,14150,midsummer-nights-dream,789.7484739275379
REC,4,14150,midsummer-nights-dream,1922.5617906327773
REC,5,14150,midsummer-nights-dream,2101.07762838028
REC,6,14150,midsummer-nights-dream,1765.541575520798
REC,7,14150,midsummer-nights-dream,2560.0031959026983
REC,8,14150,midsummer-nights-dream,2664.80227957906
REC,2,14150,quijote,5047.709793414476
REC,3,14150,quijote,16903.56291339853
REC,4,14150,quijote,17057.77871975125
REC,5,14150,quijote,32510.82352147901
REC,6,14150,quijote,46543.41798607625
REC,7,14150,quijote,20295.499093265662
REC,8,14150,quijote,24312.558822863855
REC,2,14150,valley-fear,432.6808689942018
REC,3,14150,valley-fear,1802.4579456294643
REC,4,14150,valley-fear,1702.916326650488
REC,5,14150,valley-fear,1693.731958634697
REC,6,14150,valley-fear,2561.860967570425
REC,7,14150,valley-fear,3633.950070112417
REC,8,14150,valley-fear,4690.76064272402
REC,2,14150,war-peace,2066.951531382569
REC,3,14150,war-peace,5204.695027013887
REC,4,14150,war-peace,6465.732793091528
REC,5,14150,war-peace,7893.035901408253
REC,6,14150,war-peace,7585.855856706605
REC,7,14150,war-peace,10555.572118418486
REC,8,14150,war-peace,13706.37528407782
REC,2,40817,crusoe,2583.9394142282113
REC,3,40817,crusoe,2281.5014624372907
REC,4,40817,crusoe,986.3879339791614
REC,5,40817,crusoe,4010.3628021718864
REC,6,40817,crusoe,3775.240218081328
REC,7,40817,crusoe,5404.865336658464
REC,8,40817,crusoe,5525.478497903268
REC,2,40817,dracula,19258.299443872358
REC,3,40817,dracula,2887.790913397196
REC,4,40817,dracula,1048.099679852859
REC,5,40817,dracula,1857.629833906711
REC,6,40817,dracula,3038.43077200035
REC,7,40817,dracula,4483.88640287319
REC,8,40817,dracula,6585.286153333617
REC,2,40817,iliad,19258.299443872358
REC,3,40817,iliad,7411.014989635007
REC,4,40817,iliad,3980.561299000283
REC,5,40817,iliad,6562.195302522894
REC,6,40817,iliad,8325.493146081282
REC,7,40817,iliad,7264.999568145218
REC,8,40817,iliad,7259.550425384067
REC,2,40817,mare-balena,30091.65538105056
REC,3,40817,mare-balena,16903.56291339853
REC,4,40817,mare-balena,9302.76106487569
REC,5,40817,mare-balena,10411.973213836556
REC,6,40817,mare-balena,8858.22352765603
REC,7,40817,mare-balena,6414.337625353281
REC,8,40817,mare-balena,6020.406694337591
REC,2,40817,midsummer-nights-dream,432.6808689942018
REC,3,40817,midsummer-nights-dream,789.7484739275379
REC,4,40817,midsummer-nights-dream,1922.5617906327773
REC,5,40817,midsummer-nights-dream,2101.07762838028
REC,6,40817,midsummer-nights-dream,1765.541575520798
REC,7,40817,midsummer-nights-dream,2560.0031959026983
REC,8,40817,midsummer-nights-dream,2664.80227957906
REC,2,40817,quijote,5047.709793414476
REC,3,40817,quijote,16903.56291339853
REC,4,40817,quijote,17057.77871975125
REC,5,40817,quijote,32510.82352147901
REC,6,40817,quijote,46543.41798607625
REC,7,40817,quijote,20295.499093265662
REC,8,40817,quijote,24312.558822863855
REC,2,40817,valley-fear,432.6808689942018
REC,3,40817,valley-fear,1802.4579456294643
REC,4,40817,valley-fear,1702.916326650488
REC,5,40817,valley-fear,1693.731958634697
REC,6,40817,valley-fear,2561.860967570425
REC,7,40817,valley-fear,3633.950070112417
REC,8,40817,valley-fear,4690.76064272402
REC,2,40817,war-peace,2066.951531382569
REC,3,40817,war-peace,5204.695027013887
REC,4,40817,war-peace,6465.732793091528
REC,5,40817,war-peace,7893.035901408253
REC,6,40817,war-peace,7585.855856706605
REC,7,40817,war-peace,10555.572118418486
REC,8,40817,war-peace,13706.37528407782
REC,2,31592,crusoe,2583.9394142282113
REC,3,31592,crusoe,2281.5014624372907
REC,4,31592,crusoe,986.3879339791614
REC,5,31592,crusoe,4010.3628021718864
REC,6,31592,crusoe,3775.240218081328
REC,7,31592,crusoe,5404.865336658464
REC,8,31592,crusoe,5525.478497903268
REC,2,31592,dracula,19258.299443872358
REC,3,31592,dracula,2887.790913397196
REC,4,31592,dracula,1048.099679852859
REC,5,31592,dracula,1857.629833906711
REC,6,31592,dracula,3038.43077200035
REC,7,31592,dracula,4483.88640287319
REC,8,31592,dracula,6585.286153333617
REC,2,31592,iliad,19258.299443872358
REC,3,31592,iliad,7411.014989635007
REC,4,31592,iliad,3980.561299000283
REC,5,31592,iliad,6562.195302522894
REC,6,31592,iliad,8325.493146081282
REC,7,31592,iliad,7264.999568145218
REC,8,31592,iliad,7259.550425384067
REC,2,31592,mare-balena,30091.65538105056
REC,3,31592,mare-balena,16903.56291339853
REC,4,31592,mare-balena,9302.76106487569
REC,5,31592,mare-balena,10411.973213836556
REC,6,31592,mare-balena,8858.22352765603
REC,7,31592,mare-balena,6414.337625353281
REC,8,31592,mare-balena,6020.406694337591
REC,2,31592,midsummer-nights-dream,432.6808689942018
REC,3,31592,midsummer-nights-dream,789.7484739275379
REC,4,31592,midsummer-nights-dream,1922.5617906327773
REC,5,31592,midsummer-nights-dream,2101.07762838028
REC,6,31592,midsummer-nights-dream,1765.541575520798
REC,7,31592,midsummer-nights-dream,2560.0031959026983
REC,8,31592,midsummer-nights-dream,2664.80227957906
REC,2,31592,quijote,5047.709793414476
REC,3,31592,quijote,16903.56291339853
REC,4,31592,quijote,17057.77871975125
REC,5,31592,quijote,32510.82352147901
REC,6,31592,quijote,46543.41798607625
REC,7,31592,quijote,20295.499093265662
REC,8,31592,quijote,24312.558822863855
REC,2,31592,valley-fear,432.6808689942018
REC,3,31592,valley-fear,1802.4579456294643
REC,4,31592,valley-fear,1702.916326650488
REC,5,31592,valley-fear,1693.731958634697
REC,6,31592,valley-fear,2561.860967570425
REC,7,31592,valley-fear,3633.950070112417
REC,8,31592,valley-fear,4690.76064272402
REC,2,31592,war-peace,2066.951531382569
REC,3,31592,war-peace,5204.695027013887
REC,4,31592,war-peace,6465.732793091528
REC,5,31592,war-peace,7893.035901408253
REC,6,31592,war-peace,7585.855856706605
REC,7,31592,war-peace,10555.572118418486
REC,8,31592,war-peace,13706.37528407782
REC,2,58201,crusoe,2583.9394142282113
REC,3,58201,crusoe,2281.5014624372907
REC,4,58201,crusoe,986.3879339791614
REC,5,58201,crusoe,4010.3628021718864
REC,6,58201,crusoe,3775.240218081328
REC,7,58201,crusoe,5404.865336658464
REC,8,58201,crusoe,5525.478497903268
REC,2,58201,dracula,19258.299443872358
REC,3,58201,dracula,2887.790913397196
REC,4,58201,dracula,1048.099679852859
REC,5,58201,dracula,1857.629833906711
REC,6,58201,dracula,3038.43077200035
REC,7,58201,dracula,4483.88640287319
REC,8,58201,dracula,6585.286153333617
REC,2,58201,iliad,19258.299443872358
REC,3,58201,iliad,7411.014989635007
REC,4,58201,iliad,3980.561299000283
REC,5,58201,iliad,6562.195302522894
REC,6,58201,iliad,8325.493146081282
REC,7,58201,iliad,7264.999568145218
REC,8,58201,iliad,7259.550425384067
REC,2,58201,mare-balena,30091.65538105056
REC,3,58201,mare-balena,16903.56291339853
REC,4,58201,mare-balena,9302.76106487569
REC,5,58201,mare-balena,10411.973213836556
REC,6,58201,mare-balena,8858.22352765603
REC,7,58201,mare-balena,6414.337625353281
REC,8,58201,mare-balena,6020.406694337591
REC,2,58201,midsummer-nights-dream,432.6808689942018
REC,3,58201,midsummer-nights-dream,789.7484739275379
REC,4,58201,midsummer-nights-dream,1922.5617906327773
REC,5,58201,midsummer-nights-dream,2101.07762838028
REC,6,58201,midsummer-nights-dream,1765.541575520798
REC,7,58201,midsummer-nights-dream,2560.0031959026983
REC,8,58201,midsummer-nights-dream,2664.80227957906
REC,2,58201,quijote,5047.709793414476
REC,3,58201,quijote,16903.56291339853
REC,4,58201,quijote,17057.77871975125
REC,5,58201,quijote,32510.82352147901
REC,6,58201,quijote,46543.41798607625
REC,7,58201,quijote,20295.499093265662
REC,8,58201,quijote,24312.558822863855
REC,2,58201,valley-fear,432.6808689942018
REC,3,58201,valley-fear,1802.4579456294643
REC,4,58201,valley-fear,1702.916326650488
REC,5,58201,valley-fear,1693.731958634697
REC,6,58201,valley-fear,2561.860967570425
REC,7,58201,valley-fear,3633.950070112417
REC,8,58201,valley-fear,4690.76064272402
REC,2,58201,war-peace,2066.951531382569
REC,3,58201,war-peace,5204.695027013887
REC,4,58201,war-peace,6465.732793091528
REC,5,58201,war-peace,7893.035901408253
REC,6,58201,war-peace,7585.855856706605
REC,7,58201,war-peace,10555.572118418486
REC,8,58201,war-peace,13706.37528407782
REC,2,27433,crusoe,2583.9394142282113
REC,3,27433,crusoe,2281.5014624372907
REC,4,27433,crusoe,986.3879339791614
REC,5,27433,crusoe,4010.3628021718864
REC,6,27433,crusoe,3775.240218081328
REC,7,27433,crusoe,5404.865336658464
REC,8,27433,crusoe,5525.478497903268
REC,2,27433,dracula,19258.299443872358
REC,3,27433,dracula,2887.790913397196
REC,4,27433,dracula,1048.099679852859
REC,5,27433,dracula,1857.629833906711
REC,6,27433,dracula,3038.43077200035
REC,7,27433,dracula,4483.88640287319
REC,8,27433,dracula,6585.286153333617
REC,2,27433,iliad,19258.299443872358
REC,3,27433,iliad,7411.014989635007
REC,4,27433,iliad,3980.561299000283
REC,5,27433,iliad,6562.195302522894
REC,6,27433,iliad,8325.493146081282
REC,7,27433,iliad,7264.999568145218
REC,8,27433,iliad,7259.550425384067
REC,2,27433,mare-balena,30091.65538105056
REC,3,27433,mare-balena,16903.56291339853
REC,4,27433,mare-balena,9302.76106487569
REC,5,27433,mare-balena,10411.973213836556
REC,6,27433,mare-balena,8858.22352765603
REC,7,27433,mare-balena,6414.337625353281
REC,8,27433,mare-balena,6020.406694337591
REC,2,27433,midsummer-nights-dream,432.6808689942018
REC,3,27433,midsummer-nights-dream,789.7484739275379
REC,4,27433,midsummer-nights-dream,1922.5617906327773
REC,5,27433,midsummer-nights-dream,2101.07762838028
REC,6,27433,midsummer-nights-dream,1765.541575520798
REC,7,27433,midsummer-nights-dream,2560.0031959026983
REC,8,27433,midsummer-nights-dream,2664.80227957906
REC,2,27433,quijote,5047.709793414476
REC,3,27433,quijote,16903.56291339853
REC,4,27433,quijote,17057.77871975125
REC,5,27433,quijote,32510.82352147901
REC,6,27433,quijote,46543.41798607625
REC,7,27433,quijote,20295.499093265662
REC,8,27433,quijote,24312.558822863855
REC,2,27433,valley-fear,432.6808689942018
REC,3,27433,valley-fear,1802.4579456294643
REC,4,27433,valley-fear,1702.916326650488
REC,5,27433,valley-fear,1693.731958634697
REC,6,27433,valley-fear,2561.860967570425
REC,7,27433,valley-fear,3633.950070112417
REC,8,27433,valley-fear,4690.76064272402
REC,2,27433,war-peace,2066.951531382569
REC,3,27433,war-peace,5204.695027013887
REC,4,27433,war-peace,6465.732793091528
REC,5,27433,war-peace,7893.035901408253
REC,6,27433,war-peace,7585.855856706605
REC,7,27433,war-peace,10555.572118418486
REC,8,27433,war-peace,13706.37528407782
REC,2,35026,crusoe,2583.9394142282113
REC,3,35026,crusoe,2281.5014624372907
REC,4,35026,crusoe,986.3879339791614
REC,5,35026,crusoe,4010.3628021718864
REC,6,35026,crusoe,3775.240218081328
REC,7,35026,crusoe,5404.865336658464
REC,8,35026,crusoe,5525.478497903268
REC,2,35026,dracula,19258.299443872358
REC,3,35026,dracula,2887.790913397196
REC,4,35026,dracula,1048.099679852859
REC,5,35026,dracula,1857.629833906711
REC,6,35026,dracula,3038.43077200035
REC,7,35026,dracula,4483.88640287319
REC,8,35026,dracula,6585.286153333617
REC,2,35026,iliad,19258.299443872358
REC,3,35026,iliad,7411.014989635007
REC,4,35026,iliad,3980.561299000283
REC,5,35026,iliad,6562.195302522894
REC,6,35026,iliad,8325.493146081282
REC,7,35026,iliad,7264.999568145218
REC,8,35026,iliad,7259.550425384067
REC,2,35026,mare-balena,30091.65538105056
REC,3,35026,mare-balena,16903.56291339853
REC,4,35026,mare-balena,9302.76106487569
REC,5,35026,mare-balena,10411.973213836556
REC,6,35026,mare-balena,8858.22352765603
REC,7,35026,mare-balena,6414.337625353281
REC,8,35026,mare-balena,6020.406694337591
REC,2,35026,midsummer-nights-dream,432.6808689942018
REC,3,35026,midsummer-nights-dream,789.7484739275379
REC,4,35026,midsummer-nights-dream,1922.5617906327773
REC,5,35026,midsummer-nights-dream,2101.07762838028
REC,6,35026,midsummer-nights-dream,1765.541575520798
REC,7,35026,midsummer-nights-dream,2560.0031959026983
REC,8,35026,midsummer-nights-dream,2664.80227957906
REC,2,35026,quijote,5047.709793414476
REC,3,35026,quijote,16903.56291339853
REC,4,35026,quijote,17057.77871975125
REC,5,35026,quijote,32510.82352147901
REC,6,35026,quijote,46543.41798607625
REC,7,35026,quijote,20295.499093265662
REC,8,35026,quijote,24312.558822863855
REC,2,35026,valley-fear,432.6808689942018
REC,3,35026,valley-fear,1802.4579456294643
REC,4,35026,valley-fear,1702.916326650488
REC,5,35026,valley-fear,1693.731958634697
REC,6,35026,valley-fear,2561.860967570425
REC,7,35026,valley-fear,3633.950070112417
REC,8,35026,valley-fear,4690.76064272402
REC,2,35026,war-peace,2066.951531382569
REC,3,35026,war-peace,5204.695027013887
REC,4,35026,war-peace,6465.732793091528
REC,5,35026,war-peace,7893.035901408253
REC,6,35026,war-peace,7585.855856706605
REC,7,35026,war-peace,10555.572118418486
REC,8,35026,war-peace,13706.37528407782
