Predictor,b,Seed,Dataset,Result
HLL,11,6920074,dracula,9257.99579518277
REC,11,6920074,dracula,9419.21929177066
HLL,12,6920074,dracula,9309.228452590927
REC,12,6920074,dracula,9433.580316052625
HLL,13,6920074,dracula,9338.746884293809
REC,13,6920074,dracula,9423.250753051116
HLL,14,6920074,dracula,9458.79744084976
REC,14,6920074,dracula,10713.903163643017
HLL,15,6920074,dracula,9428.09951056076
REC,15,6920074,dracula,16071.696938099067
HLL,16,6920074,dracula,9431.20134607483
REC,16,6920074,dracula,27837.932418028387
HLL,2,4127782,dracula,10636.765797541699
REC,2,4127782,dracula,6309.887241768094
HLL,3,4127782,dracula,10749.199589268394
REC,3,4127782,dracula,8337.516863339382
HLL,4,4127782,dracula,9224.727424836601
REC,4,4127782,dracula,15109.890492236402
HLL,5,4127782,dracula,11287.374084942085
REC,5,4127782,dracula,11072.952958855478
HLL,6,4127782,dracula,9592.779148387097
REC,6,4127782,dracula,12078.899265627642
HLL,7,4127782,dracula,10239.11908183752
REC,7,4127782,dracula,8757.084748021258
HLL,8,4127782,dracula,10730.734144103093
REC,8,4127782,dracula,9137.30963279764
HLL,9,4127782,dracula,10059.106010288335
REC,9,4127782,dracula,8891.465970715963
HLL,10,4127782,dracula,9313.527724895293
REC,10,4127782,dracula,9098.294966525991
HLL,11,4127782,dracula,9469.531873558943
REC,11,4127782,dracula,9433.025180086392
HLL,12,4127782,dracula,9309.228452590927
REC,12,4127782,dracula,9364.740196744171
HLL,13,4127782,dracula,9338.746884293809
REC,13,4127782,dracula,9424.401174285618
HLL,14,4127782,dracula,9458.79744084976
REC,14,4127782,dracula,10713.903163643017
HLL,15,4127782,dracula,9428.09951056076
REC,15,4127782,dracula,16071.696938099067
HLL,16,4127782,dracula,9431.20134607483
REC,16,4127782,dracula,27837.932418028387
HLL,2,9661206,dracula,4136.520032377328
REC,2,9661206,dracula,7887.609052210118
HLL,3,9661206,dracula,7244.025810159134
REC,3,9661206,dracula,27076.841131544865
HLL,4,9661206,dracula,7929.1196404494385
REC,4,9661206,dracula,17057.77871975125
HLL,5,9661206,dracula,8779.068732732732
REC,5,9661206,dracula,27029.716616649574
HLL,6,9661206,dracula,8454.190578535892
REC,6,9661206,dracula,12851.77317932215
HLL,7,9661206,dracula,9333.266625637621
REC,7,9661206,dracula,11588.90314898268
HLL,8,9661206,dracula,9890.21959996124
REC,8,9661206,dracula,10847.378316994027
HLL,9,9661206,dracula,10018.552985785793
REC,9,9661206,dracula,9281.503099538384
HLL,10,9661206,dracula,9248.3152455994
REC,10,9661206,dracula,9313.9719955678
HLL,11,9661206,dracula,9346.45479276468
REC,11,9661206,dracula,9948.601703821809
HLL,12,9661206,dracula,9309.228452590927
REC,12,9661206,dracula,9514.533563266341
HLL,13,9661206,dracula,9338.746884293809
REC,13,9661206,dracula,9433.609601163953
HLL,14,9661206,dracula,9458.79744084976
REC,14,9661206,dracula,10713.903163643017
HLL,15,9661206,dracula,9428.09951056076
REC,15,9661206,dracula,16071.696938099067
HLL,16,9661206,dracula,9431.20134607483
REC,16,9661206,dracula,27837.932418028387
HLL,2,9326793,dracula,10636.765797541699
REC,2,9326793,dracula,2066.951531382569
HLL,3,9326793,dracula,11490.523698873109
REC,3,9326793,dracula,3655.1259997683264
HLL,4,9326793,dracula,8451.396982035929
REC,4,9326793,dracula,9884.246131430422
HLL,5,9326793,dracula,8461.446853835021
REC,5,9326793,dracula,9493.735405598582
HLL,6,9326793,dracula,9139.489930080676
REC,6,9326793,dracula,11529.8989097449
HLL,7,9326793,dracula,8022.226164561593
REC,7,9326793,dracula,9247.41539377014
HLL,8,9326793,dracula,8528.578175439317
REC,8,9326793,dracula,8995.907120467962
HLL,9,9326793,dracula,9107.110041212929
REC,9,9326793,dracula,9119.916202124972
HLL,10,9326793,dracula,9206.919970630812
REC,10,9326793,dracula,8939.820708347166
HLL,11,9326793,dracula,9011.017296428916
REC,11,9326793,dracula,9116.097605019615
HLL,12,9326793,dracula,9309.228452590927
REC,12,9326793,dracula,9454.330851017176
HLL,13,9326793,dracula,9338.746884293809
REC,13,9326793,dracula,9417.500752762948
HLL,14,9326793,dracula,9458.79744084976
REC,14,9326793,dracula,10713.903163643017
HLL,15,9326793,dracula,9428.09951056076
REC,15,9326793,dracula,16071.696938099067
HLL,16,9326793,dracula,9431.20134607483
REC,16,9326793,dracula,27837.932418028387
HLL,2,6780713,dracula,8049.444387328854
REC,2,6780713,dracula,2583.9394142282113
HLL,3,6780713,dracula,8078.186357995641
REC,3,6780713,dracula,5855.406905390622
HLL,4,6780713,dracula,10919.793392649904
REC,4,6780713,dracula,9302.76106487569
HLL,5,6780713,dracula,9596.815389413212
REC,5,6780713,dracula,11775.889425970327
HLL,6,6780713,dracula,9874.48055951022
REC,6,6780713,dracula,9572.31993050754
HLL,7,6780713,dracula,8613.712614011223
REC,7,6780713,dracula,9247.41539377014
HLL,8,6780713,dracula,8728.919572913404
REC,8,6780713,dracula,10679.514892535284
HLL,9,6780713,dracula,8946.745245261796
REC,9,6780713,dracula,9821.902262568707
HLL,10,6780713,dracula,9099.041802485892
REC,10,6780713,dracula,9368.685334979584
HLL,11,6780713,dracula,9135.43313646567
REC,11,6780713,dracula,9619.04879699106
HLL,12,6780713,dracula,9309.228452590927
REC,12,6780713,dracula,9479.754604940192
HLL,13,6780713,dracula,9338.746884293809
REC,13,6780713,dracula,9408.308048543935
HLL,14,6780713,dracula,9458.79744084976
REC,14,6780713,dracula,10713.903163643017
HLL,15,6780713,dracula,9428.09951056076
REC,15,6780713,dracula,16071.696938099067
HLL,16,6780713,dracula,9431.20134607483
REC,16,6780713,dracula,27837.932418028387
HLL,2,8134421,dracula,9307.170072848987
REC,2,8134421,dracula,19258.299443872358
HLL,3,8134421,dracula,10097.73294749455
REC,3,8134421,dracula,9379.831471256804
HLL,4,8134421,dracula,12490.117663716816
REC,4,8134421,dracula,13384.42548793259
HLL,5,8134421,dracula,8486.008383164006
REC,5,8134421,dracula,21791.639194933992
HLL,6,8134421,dracula,7469.416730926217
REC,6,8134421,dracula,13887.769061508527
HLL,7,8134421,dracula,9692.274660404702
REC,7,8134421,dracula,9765.197719775353
HLL,8,8134421,dracula,10473.956655960255
REC,8,8134421,dracula,9101.752007767298
HLL,9,8134421,dracula,9673.280218563685
REC,9,8134421,dracula,8685.67077971379
HLL,10,8134421,dracula,9204.92085058829
REC,10,8134421,dracula,9368.685334979584
HLL,11,8134421,dracula,9256.528917275356
REC,11,8134421,dracula,9318.591543658948
HLL,12,8134421,dracula,9309.228452590927
REC,12,8134421,dracula,9417.472499837015
HLL,13,8134421,dracula,9338.746884293809
REC,13,8134421,dracula,9423.250753051116
HLL,14,8134421,dracula,9458.79744084976
REC,14,8134421,dracula,10713.903163643017
HLL,15,8134421,dracula,9428.09951056076
REC,15,8134421,dracula,16071.696938099067
HLL,16,8134421,dracula,9431.20134607483
REC,16,8134421,dracula,27837.932418028387
HLL,2,6939713,dracula,13537.701924143981
REC,2,6939713,dracula,7887.609052210118
HLL,3,6939713,dracula,9386.62499344564
REC,3,6939713,dracula,6587.45776856445
HLL,4,6939713,dracula,6549.342440835268
REC,4,6939713,dracula,5727.316937825021
HLL,5,6939713,dracula,8264.112757597173
REC,5,6939713,dracula,7421.858368266347
HLL,6,6939713,dracula,8633.675299582652
REC,6,6939713,dracula,10505.616217856656
HLL,7,6939713,dracula,9270.627252311195
REC,7,6939713,dracula,9841.496139461096
HLL,8,6939713,dracula,9480.391444542507
REC,8,6939713,dracula,9031.05128890729
HLL,9,6939713,dracula,9593.40174440691
REC,9,6939713,dracula,9445.952683642156
HLL,10,6939713,dracula,9127.78143820992
REC,10,6939713,dracula,9760.783548699717
HLL,11,6939713,dracula,9329.650811227932
REC,11,6939713,dracula,9304.953119174817
HLL,12,6939713,dracula,9309.228452590927
REC,12,6939713,dracula,9351.032566198795
HLL,13,6939713,dracula,9338.746884293809
REC,13,6939713,dracula,9430.155387285213
HLL,14,6939713,dracula,9458.79744084976
REC,14,6939713,dracula,10713.903163643017
HLL,15,6939713,dracula,9428.09951056076
REC,15,6939713,dracula,16071.696938099067
HLL,16,6939713,dracula,9431.20134607483
REC,16,6939713,dracula,27837.932418028387
HLL,2,1114846,dracula,5318.382898770849
REC,2,1114846,dracula,6309.887241768094
HLL,3,1114846,dracula,5374.599794634197
REC,3,1114846,dracula,11871.614830809394
HLL,4,1114846,dracula,6474.235302752294
REC,4,1114846,dracula,9884.246131430422
HLL,5,1114846,dracula,7438.7528956743
REC,5,1114846,dracula,8394.12216468124
HLL,6,1114846,dracula,9285.750307572209
REC,6,1114846,dracula,10184.822491914998
HLL,7,1114846,dracula,9567.667979998861
REC,7,1114846,dracula,9033.998940170577
HLL,8,1114846,dracula,10268.40448960134
REC,8,1114846,dracula,9994.59160419598
HLL,9,1114846,dracula,9501.029356229312
REC,9,1114846,dracula,9688.64785209094
HLL,10,1114846,dracula,9634.293927246094
REC,10,1114846,dracula,9722.744495818004
HLL,11,1114846,dracula,9444.049996767086
REC,11,1114846,dracula,9437.631637693856
HLL,12,1114846,dracula,9309.228452590927
REC,12,1114846,dracula,9442.797148010568
HLL,13,1114846,dracula,9338.746884293809
REC,13,1114846,dracula,9427.853280651378
HLL,14,1114846,dracula,9458.79744084976
REC,14,1114846,dracula,10713.903163643017
HLL,15,1114846,dracula,9428.09951056076
REC,15,1114846,dracula,16071.696938099067
HLL,16,1114846,dracula,9431.20134607483
REC,16,1114846,dracula,27837.932418028387
HLL,2,1951722,dracula,4136.520032377328
REC,2,1951722,dracula,9859.761315262647
HLL,3,1951722,dracula,5745.261849436554
REC,3,1951722,dracula,3655.1259997683264
HLL,4,1951722,dracula,6720.872838095239
REC,4,1951722,dracula,9302.76106487569
HLL,5,1951722,dracula,6369.128296296296
REC,5,1951722,dracula,9493.735405598582
HLL,6,1951722,dracula,7196.035174833635
REC,6,1951722,dracula,8721.927781076707
HLL,7,1951722,dracula,8987.266477373954
REC,7,1951722,dracula,10073.986550866892
HLL,8,1951722,dracula,9362.88210077426
REC,8,1951722,dracula,10112.18560096287
HLL,9,1951722,dracula,9971.759666892114
REC,9,1951722,dracula,9995.925602442598
HLL,10,1951722,dracula,9640.53653457756
REC,10,1951722,dracula,9036.335022116513
HLL,11,1951722,dracula,9223.931694598588
REC,11,1951722,dracula,9264.157480934815
HLL,12,1951722,dracula,9309.228452590927
REC,12,1951722,dracula,9415.173629322044
HLL,13,1951722,dracula,9338.746884293809
REC,13,1951722,dracula,9427.853280651378
HLL,14,1951722,dracula,9458.79744084976
REC,14,1951722,dracula,10713.903163643017
HLL,15,1951722,dracula,9428.09951056076
REC,15,1951722,dracula,16071.696938099067
HLL,16,1951722,dracula,9431.20134607483
REC,16,1951722,dracula,27837.932418028387
HLL,2,3861880,dracula,18614.340145697974
REC,2,3861880,dracula,4037.9678347315803
HLL,3,3861880,dracula,22215.012484488012
REC,3,3861880,dracula,7411.014989635007
HLL,4,3861880,dracula,11860.363831932775
REC,4,3861880,dracula,4774.735024899509
HLL,5,3861880,dracula,8981.351422427035
REC,5,3861880,dracula,5983.438981358216
HLL,6,3861880,dracula,9028.498022011385
REC,6,3861880,dracula,8197.393251526186
HLL,7,3861880,dracula,9466.71733668362
REC,7,3861880,dracula,7792.1499658909015
HLL,8,3861880,dracula,9192.582950785209
REC,8,3861880,dracula,9317.192095707664
HLL,9,3861880,dracula,9508.802856628425
REC,9,3861880,dracula,10292.842572049554
HLL,10,3861880,dracula,8977.88380539221
REC,10,3861880,dracula,9609.514396938523
HLL,11,3861880,dracula,9168.232139378926
REC,11,3861880,dracula,9847.12534664352
HLL,12,3861880,dracula,9309.228452590927
REC,12,3861880,dracula,9475.127024970096
HLL,13,3861880,dracula,9338.746884293809
REC,13,3861880,dracula,9419.800331769888
HLL,14,3861880,dracula,9458.79744084976
REC,14,3861880,dracula,10713.903163643017
HLL,15,3861880,dracula,9428.09951056076
REC,15,3861880,dracula,16071.696938099067
HLL,16,3861880,dracula,9431.20134607483
REC,16,3861880,dracula,27837.932418028387
HLL,2,4387187,dracula,16546.08012950931
REC,2,4387187,dracula,12324.95164407831
HLL,3,4387187,dracula,10925.41597597771
REC,3,4387187,dracula,7411.014989635007
HLL,4,4387187,dracula,8277.907894428154
REC,4,4387187,dracula,15109.890492236402
HLL,5,4387187,dracula,8668.435546330615
REC,5,4387187,dracula,15533.820928932819
HLL,6,4387187,dracula,8920.169586801649
REC,6,4387187,dracula,10184.822491914998
HLL,7,4387187,dracula,7926.841756362694
REC,7,4387187,dracula,10638.04533809363
HLL,8,4387187,dracula,8495.509290442791
REC,8,4387187,dracula,10637.956468828921
HLL,9,4387187,dracula,8920.425821738045
REC,9,4387187,dracula,10744.346217334682
HLL,10,4387187,dracula,9220.526060361462
REC,10,4387187,dracula,10001.922233967074
HLL,11,4387187,dracula,9172.978558890341
REC,11,4387187,dracula,9727.668722996965
HLL,12,4387187,dracula,9309.228452590927
REC,12,4387187,dracula,9392.215762673732
HLL,13,4387187,dracula,9338.746884293809
REC,13,4387187,dracula,9433.609601163953
HLL,14,4387187,dracula,9458.79744084976
REC,14,4387187,dracula,10713.903163643017
HLL,15,4387187,dracula,9428.09951056076
REC,15,4387187,dracula,16071.696938099067
HLL,16,4387187,dracula,9431.20134607483
REC,16,4387187,dracula,27837.932418028387
HLL,2,781746,dracula,5225.077935634519
REC,2,781746,dracula,6309.887241768094
HLL,3,781746,dracula,8489.813688339367
REC,3,781746,dracula,8337.516863339382
HLL,4,781746,dracula,8241.65428321168
REC,4,781746,dracula,23097.970772447443
HLL,5,781746,dracula,8842.131986389413
REC,5,781746,dracula,10737.378626768948
HLL,6,781746,dracula,8726.306203759743
REC,6,781746,dracula,10505.616217856656
HLL,7,781746,dracula,9846.104511300591
REC,7,781746,dracula,10473.738226027644
HLL,8,781746,dracula,9898.279881732078
REC,8,781746,dracula,9687.64937584364
HLL,9,781746,dracula,9657.490919266103
REC,9,781746,dracula,9783.64367276849
HLL,10,781746,dracula,9324.215580346012
REC,10,781746,dracula,9684.853670925255
HLL,11,781746,dracula,9055.53107490774
REC,11,781746,dracula,9619.04879699106
HLL,12,781746,dracula,9309.228452590927
REC,12,781746,dracula,9456.639281400725
HLL,13,781746,dracula,9338.746884293809
REC,13,781746,dracula,9434.761286906283
HLL,14,781746,dracula,9458.79744084976
REC,14,781746,dracula,10713.903163643017
HLL,15,781746,dracula,9428.09951056076
REC,15,781746,dracula,16071.696938099067
HLL,16,781746,dracula,9431.20134607483
REC,16,781746,dracula,27837.932418028387
HLL,2,1501138,dracula,4653.585036424493
REC,2,1501138,dracula,1322.4889800848443
HLL,3,1501138,dracula,9256.255201870004
REC,3,1501138,dracula,2887.790913397196
HLL,4,1501138,dracula,9047.328820512821
REC,4,1501138,dracula,4229.408880187801
HLL,5,1501138,dracula,9616.545684210525
REC,5,1501138,dracula,6978.804379343195
HLL,6,1501138,dracula,10696.983942446042
REC,6,1501138,dracula,9280.022114877842
HLL,7,1501138,dracula,8772.110792334483
REC,7,1501138,dracula,11770.702777235154
HLL,8,1501138,dracula,8791.256205601147
REC,8,1501138,dracula,9955.698251650472
HLL,9,1501138,dracula,9448.64336865462
REC,9,1501138,dracula,9482.890879827202
HLL,10,1501138,dracula,9418.862055575804
REC,10,1501138,dracula,9124.979099014336
HLL,11,1501138,dracula,9329.859895057918
REC,11,1501138,dracula,9414.621820178776
HLL,12,1501138,dracula,9309.228452590927
REC,12,1501138,dracula,9495.968938290353
HLL,13,1501138,dracula,9338.746884293809
REC,13,1501138,dracula,9418.650472093119
HLL,14,1501138,dracula,9458.79744084976
REC,14,1501138,dracula,10713.903163643017
HLL,15,1501138,dracula,9428.09951056076
REC,15,1501138,dracula,16071.696938099067
HLL,16,1501138,dracula,9431.20134607483
REC,16,1501138,dracula,27837.932418028387
HLL,2,5863108,dracula,5225.077935634519
REC,2,5863108,dracula,9859.761315262647
HLL,3,5863108,dracula,8278.886640181867
REC,3,5863108,dracula,3655.1259997683264
HLL,4,5863108,dracula,8007.848487943263
REC,4,5863108,dracula,10502.074014644822
HLL,5,5863108,dracula,7093.551441916894
REC,5,5863108,dracula,12143.9172205319
HLL,6,5863108,dracula,7096.75360966515
REC,6,5863108,dracula,10836.513066514739
HLL,7,5863108,dracula,8244.582563179989
REC,7,5863108,dracula,8894.464373280136
HLL,8,5863108,dracula,8588.363365515532
REC,8,5863108,dracula,8685.699834360934
HLL,9,5863108,dracula,9123.168456057043
REC,9,5863108,dracula,9137.730491582246
HLL,10,5863108,dracula,9159.108350073886
REC,10,5863108,dracula,8809.86921330629
HLL,11,5863108,dracula,9114.286831549553
REC,11,5863108,dracula,9502.358715564005
HLL,12,5863108,dracula,9309.228452590927
REC,12,5863108,dracula,9479.754604940192
HLL,13,5863108,dracula,9338.746884293809
REC,13,5863108,dracula,9433.609601163953
HLL,14,5863108,dracula,9458.79744084976
REC,14,5863108,dracula,10713.903163643017
HLL,15,5863108,dracula,9428.09951056076
REC,15,5863108,dracula,16071.696938099067
HLL,16,5863108,dracula,9431.20134607483
REC,16,5863108,dracula,27837.932418028387
HLL,2,7277374,dracula,7837.616903451778
REC,2,7277374,dracula,4037.9678347315803
HLL,3,7277374,dracula,8029.522584754703
REC,3,7277374,dracula,10552.435405163906
HLL,4,7277374,dracula,9700.228838487974
REC,4,7277374,dracula,13384.42548793259
HLL,5,7277374,dracula,11944.555211440244
REC,5,7277374,dracula,7653.82269227467
HLL,6,7277374,dracula,11088.367414588673
REC,6,7277374,dracula,9721.90305442172
HLL,7,7277374,dracula,10185.346189730899
REC,7,7277374,dracula,10392.538704895647
HLL,8,7277374,dracula,9540.908324426022
REC,8,7277374,dracula,9994.59160419598
HLL,9,7277374,dracula,9272.174379159336
REC,9,7277374,dracula,9764.57029328941
HLL,10,7277374,dracula,9246.719425686146
REC,10,7277374,dracula,9628.29409817079
HLL,11,7277374,dracula,9212.187799505355
REC,11,7277374,dracula,9318.591543658948
HLL,12,7277374,dracula,9309.228452590927
REC,12,7277374,dracula,9408.280383893503
HLL,13,7277374,dracula,9338.746884293809
REC,13,7277374,dracula,9422.10047223175
HLL,14,7277374,dracula,9458.79744084976
REC,14,7277374,dracula,10713.903163643017
HLL,15,7277374,dracula,9428.09951056076
REC,15,7277374,dracula,16071.696938099067
HLL,16,7277374,dracula,9431.20134607483
REC,16,7277374,dracula,27837.932418028387
HLL,2,8214566,dracula,4136.520032377328
REC,2,8214566,dracula,2066.951531382569
HLL,3,8214566,dracula,6664.503745346404
REC,3,8214566,dracula,3248.8897775718456
HLL,4,8214566,dracula,9667.008876712329
REC,4,8214566,dracula,8240.39388445736
HLL,5,8214566,dracula,8995.168886153846
REC,5,8214566,dracula,13734.687613573467
HLL,6,8214566,dracula,8324.035090272917
REC,6,8214566,dracula,13887.769061508527
HLL,7,8214566,dracula,8156.4979193975005
REC,7,8214566,dracula,13125.70294117461
HLL,8,8214566,dracula,8802.092266662605
REC,8,8214566,dracula,10191.349178436227
HLL,9,8214566,dracula,9044.70775529817
REC,9,8214566,dracula,9557.201129141476
HLL,10,8214566,dracula,9060.882145627102
REC,10,8214566,dracula,9196.519977196347
HLL,11,8214566,dracula,9234.770748485995
REC,11,8214566,dracula,9382.50228313048
HLL,12,8214566,dracula,9309.228452590927
REC,12,8214566,dracula,9307.757285672991
HLL,13,8214566,dracula,9338.746884293809
REC,13,8214566,dracula,9423.250753051116
HLL,14,8214566,dracula,9458.79744084976
REC,14,8214566,dracula,10713.903163643017
HLL,15,8214566,dracula,9428.09951056076
REC,15,8214566,dracula,16071.696938099067
HLL,16,8214566,dracula,9431.20134607483
REC,16,8214566,dracula,27837.932418028387
HLL,2,8273103,dracula,4963.824038852793
REC,2,8273103,dracula,2583.9394142282113
HLL,3,8273103,dracula,4218.040345155951
REC,3,8273103,dracula,11871.614830809394
HLL,4,8273103,dracula,4114.820104956269
REC,4,8273103,dracula,8755.481002235945
HLL,5,8273103,dracula,6046.390668045501
REC,5,8273103,dracula,9790.445887023538
HLL,6,8273103,dracula,7363.07406004333
REC,6,8273103,dracula,7947.075445739943
HLL,7,8273103,dracula,8242.635915798797
REC,7,8273103,dracula,11233.683553624453
HLL,8,8273103,dracula,9174.64876406673
REC,8,8273103,dracula,10311.257946600874
HLL,9,8273103,dracula,8903.161973129894
REC,9,8273103,dracula,9879.570817894974
HLL,10,8273103,dracula,9507.655228499958
REC,10,8273103,dracula,9350.411940332233
HLL,11,8273103,dracula,9435.829699070744
REC,11,8273103,dracula,9590.913163200044
HLL,12,8273103,dracula,9309.228452590927
REC,12,8273103,dracula,9500.606696218212
HLL,13,8273103,dracula,9338.746884293809
REC,13,8273103,dracula,9431.306651370574
HLL,14,8273103,dracula,9458.79744084976
REC,14,8273103,dracula,10713.903163643017
HLL,15,8273103,dracula,9428.09951056076
REC,15,8273103,dracula,16071.696938099067
HLL,16,8273103,dracula,9431.20134607483
REC,16,8273103,dracula,27837.932418028387
HLL,2,3726385,dracula,3632.0663698922876
REC,2,3726385,dracula,12324.95164407831
HLL,3,3726385,dracula,4299.679835707357
REC,3,3726385,dracula,11871.614830809394
HLL,4,3726385,dracula,6610.694594847776
REC,4,3726385,dracula,7755.606008901044
HLL,5,3726385,dracula,9171.544746666666
REC,5,3726385,dracula,5802.092345559482
HLL,6,3726385,dracula,8885.188529598505
REC,6,3726385,dracula,8197.393251526186
HLL,7,3726385,dracula,10237.481259537039
REC,7,3726385,dracula,8894.464373280136
HLL,8,3726385,dracula,10207.654349877273
REC,8,3726385,dracula,9687.64937584364
HLL,9,3726385,dracula,9659.70888162199
REC,9,3726385,dracula,9299.63298840467
HLL,10,3726385,dracula,9541.152317741127
REC,10,3726385,dracula,9600.138285331752
HLL,11,3726385,dracula,9394.87957682791
REC,11,3726385,dracula,9318.591543658948
HLL,12,3726385,dracula,9309.228452590927
REC,12,3726385,dracula,9389.923056849306
HLL,13,3726385,dracula,9338.746884293809
REC,13,3726385,dracula,9417.500752762948
HLL,14,3726385,dracula,9458.79744084976
REC,14,3726385,dracula,10713.903163643017
HLL,15,3726385,dracula,9428.09951056076
REC,15,3726385,dracula,16071.696938099067
HLL,16,3726385,dracula,9431.20134607483
REC,16,3726385,dracula,27837.932418028387
HLL,2,2661968,dracula,3632.0663698922876
REC,2,2661968,dracula,2066.951531382569
HLL,3,2661968,dracula,7488.206455445397
REC,3,2661968,dracula,4626.284468456788
HLL,4,2661968,dracula,9904.444182456142
REC,4,2661968,dracula,11158.516140560125
HLL,5,2661968,dracula,9453.289856103476
REC,5,2661968,dracula,15533.820928932819
HLL,6,2661968,dracula,9610.217042213693
REC,6,2661968,dracula,12267.647691653076
HLL,7,2661968,dracula,9832.74240910622
REC,7,2661968,dracula,10232.023144102535
HLL,8,2661968,dracula,9889.83912397545
REC,8,2661968,dracula,9763.489786149546
HLL,9,2661968,dracula,10266.522311544251
REC,9,2661968,dracula,9084.391732650307
HLL,10,2661968,dracula,9575.426948330854
REC,10,2661968,dracula,9027.518109899815
HLL,11,2661968,dracula,9408.074955660473
REC,11,2661968,dracula,9373.345413919085
HLL,12,2661968,dracula,9309.228452590927
REC,12,2661968,dracula,9479.754604940192
HLL,13,2661968,dracula,9338.746884293809
REC,13,2661968,dracula,9426.702438068607
HLL,14,2661968,dracula,9458.79744084976
REC,14,2661968,dracula,10713.903163643017
HLL,15,2661968,dracula,9428.09951056076
REC,15,2661968,dracula,16071.696938099067
HLL,16,2661968,dracula,9431.20134607483
REC,16,2661968,dracula,27837.932418028387
HLL,2,9769767,dracula,6078.151884309543
REC,2,9769767,dracula,6309.887241768094
HLL,3,9769767,dracula,6906.221497768293
REC,3,9769767,dracula,4112.141749739368
HLL,4,9769767,dracula,8592.896779299848
REC,4,9769767,dracula,8240.39388445736
HLL,5,9769767,dracula,10985.175718177547
REC,5,9769767,dracula,9493.735405598582
HLL,6,9769767,dracula,8803.80878453141
REC,6,9769767,dracula,13887.769061508527
HLL,7,9769767,dracula,8120.449196329681
REC,7,9769767,dracula,11146.592983441316
HLL,8,9769767,dracula,8090.672643496451
REC,8,9769767,dracula,10637.956468828921
HLL,9,9769767,dracula,8403.668517228014
REC,9,9769767,dracula,9821.902262568707
HLL,10,9769767,dracula,8911.067441467081
REC,10,9769767,dracula,9386.994437277723
HLL,11,9769767,dracula,9071.688505688
REC,11,9769767,dracula,9332.249956060494
HLL,12,9769767,dracula,9309.228452590927
REC,12,9769767,dracula,9465.878640127386
HLL,13,9769767,dracula,9338.746884293809
REC,13,9769767,dracula,9422.10047223175
HLL,14,9769767,dracula,9458.79744084976
REC,14,9769767,dracula,10713.903163643017
HLL,15,9769767,dracula,9428.09951056076
REC,15,9769767,dracula,16071.696938099067
HLL,16,9769767,dracula,9431.20134607483
REC,16,9769767,dracula,27837.932418028387
HLL,2,9718881,dracula,10636.765797541699
REC,2,9718881,dracula,6309.887241768094
HLL,3,9718881,dracula,7749.42295970512
REC,3,9718881,dracula,6587.45776856445
HLL,4,9718881,dracula,7389.441340314136
REC,4,9718881,dracula,5390.357117952962
HLL,5,9718881,dracula,9909.931823728813
REC,5,9718881,dracula,7653.82269227467
HLL,6,9718881,dracula,10298.74125021645
REC,6,9718881,dracula,6700.851055415143
HLL,7,9718881,dracula,9977.341562181311
REC,7,9718881,dracula,9392.486362776423
HLL,8,9718881,dracula,9215.209630609586
REC,8,9718881,dracula,9649.950351034911
HLL,9,9718881,dracula,9299.144914421357
REC,9,9718881,dracula,10434.406016297262
HLL,10,9718881,dracula,9555.580577059462
REC,10,9718881,dracula,10041.053423396535
HLL,11,9718881,dracula,9454.272460720327
REC,11,9718881,dracula,9488.451363553926
HLL,12,9718881,dracula,9309.228452590927
REC,12,9718881,dracula,9415.173629322044
HLL,13,9718881,dracula,9338.746884293809
REC,13,9718881,dracula,9435.91311323525
HLL,14,9718881,dracula,9458.79744084976
REC,14,9718881,dracula,10713.903163643017
HLL,15,9718881,dracula,9428.09951056076
REC,15,9718881,dracula,16071.696938099067
HLL,16,9718881,dracula,9431.20134607483
REC,16,9718881,dracula,27837.932418028387
HLL,2,3652923,dracula,5134.990385020131
REC,2,3652923,dracula,4037.9678347315803
HLL,3,3652923,dracula,7840.592641584004
REC,3,3652923,dracula,6587.45776856445
HLL,4,3652923,dracula,10983.52759533074
REC,4,3652923,dracula,8755.481002235945
HLL,5,3652923,dracula,9640.329391591096
REC,5,3652923,dracula,10096.428570993023
HLL,6,3652923,dracula,8299.351923251352
REC,6,3652923,dracula,8996.648895275655
HLL,7,3652923,dracula,7898.472212868368
REC,7,3652923,dracula,7731.737950651437
HLL,8,3652923,dracula,8523.39420240899
REC,8,3652923,dracula,9101.752007767298
HLL,9,3652923,dracula,9386.988039248705
REC,9,3652923,dracula,9354.235391413908
HLL,10,3652923,dracula,9332.253739644626
REC,10,3652923,dracula,9377.835418314526
HLL,11,3652923,dracula,9525.895392641114
REC,11,3652923,dracula,9423.819008221719
HLL,12,3652923,dracula,9309.228452590927
REC,12,3652923,dracula,9449.715680444782
HLL,13,3652923,dracula,9338.746884293809
REC,13,3652923,dracula,9430.155387285213
HLL,14,3652923,dracula,9458.79744084976
REC,14,3652923,dracula,10713.903163643017
HLL,15,3652923,dracula,9428.09951056076
REC,15,3652923,dracula,16071.696938099067
HLL,16,3652923,dracula,9431.20134607483
REC,16,3652923,dracula,27837.932418028387
HLL,2,5886597,dracula,6109.3218939726685
REC,2,5886597,dracula,2583.9394142282113
HLL,3,5886597,dracula,9208.295330357725
REC,3,5886597,dracula,3248.8897775718456
HLL,4,5886597,dracula,6912.192450566269
REC,4,5886597,dracula,6869.903592659749
HLL,5,5886597,dracula,8856.362436429044
REC,5,5886597,dracula,6562.195302522894
