Predictor,b,Seed,Dataset,Result
MinCount,3,19128,midsummer-nights-dream,3096.53742085565
REC,3,19128,midsummer-nights-dream,2281.5014624372907
AdaptiveSampling,4,19128,midsummer-nights-dream,2816.0
PCSA,4,19128,midsummer-nights-dream,2887.0
LogLog,4,19128,midsummer-nights-dream,2705.032139524684
HLL,4,19128,midsummer-nights-dream,2554.9271593812173
KMV,4,19128,midsummer-nights-dream,2911.753006619729
MinCount,4,19128,midsummer-nights-dream,3010.5434281380967
REC,4,19128,midsummer-nights-dream,3318.453507165715
AdaptiveSampling,5,19128,midsummer-nights-dream,2688.0
PCSA,5,19128,midsummer-nights-dream,3360.0
LogLog,5,19128,midsummer-nights-dream,2841.514341605242
HLL,5,19128,midsummer-nights-dream,2911.5700786080897
KMV,5,19128,midsummer-nights-dream,2651.7759949319416
MinCount,5,19128,midsummer-nights-dream,3701.6266367683684
REC,5,19128,midsummer-nights-dream,2376.4127990020465
AdaptiveSampling,6,19128,midsummer-nights-dream,3008.0
PCSA,6,19128,midsummer-nights-dream,2982.0
LogLog,6,19128,midsummer-nights-dream,2818.3201230169952
HLL,6,19128,midsummer-nights-dream,2879.4345460284676
KMV,6,19128,midsummer-nights-dream,2717.6577299839823
MinCount,6,19128,midsummer-nights-dream,3532.6229926164306
REC,6,19128,midsummer-nights-dream,3548.16412207626
AdaptiveSampling,7,19128,midsummer-nights-dream,2880.0
PCSA,7,19128,midsummer-nights-dream,2918.0
LogLog,7,19128,midsummer-nights-dream,2899.267327308404
HLL,7,19128,midsummer-nights-dream,2963.7130206210986
KMV,7,19128,midsummer-nights-dream,3117.7910893787857
MinCount,7,19128,midsummer-nights-dream,3043.4182764008483
REC,7,19128,midsummer-nights-dream,2922.248338440603
AdaptiveSampling,8,19128,midsummer-nights-dream,3184.0
PCSA,8,19128,midsummer-nights-dream,3072.0
LogLog,8,19128,midsummer-nights-dream,3062.4400272133253
HLL,8,19128,midsummer-nights-dream,3152.070398036685
KMV,8,19128,midsummer-nights-dream,3044.4919445419646
MinCount,8,19128,midsummer-nights-dream,2899.2421685796107
REC,8,19128,midsummer-nights-dream,3654.726817010106
AdaptiveSampling,9,19128,midsummer-nights-dream,3016.0
PCSA,9,19128,midsummer-nights-dream,3064.0
LogLog,9,19128,midsummer-nights-dream,2973.4550752041996
HLL,9,19128,midsummer-nights-dream,2993.028727242682
KMV,9,19128,midsummer-nights-dream,3015.0187337457924
MinCount,9,19128,midsummer-nights-dream,3009.99057023404
REC,9,19128,midsummer-nights-dream,3033.6075429904263
AdaptiveSampling,2,19128,quijote,16384.0
PCSA,2,19128,quijote,42362.0
LogLog,2,19128,quijote,10224.139749188726
HLL,2,19128,quijote,15508.631372097494
KMV,2,19128,quijote,13839.792189936885
MinCount,2,19128,quijote,12158.871361275516
REC,2,19128,quijote,1322.4889800848443
AdaptiveSampling,3,19128,quijote,16384.0
PCSA,3,19128,quijote,38846.0
LogLog,3,19128,quijote,16445.971748174223
HLL,3,19128,quijote,26239.931187556354
KMV,3,19128,quijote,20055.36100391638
MinCount,3,19128,quijote,12037.421018261866
REC,3,19128,quijote,2027.8901888331475
AdaptiveSampling,4,19128,quijote,24576.0
PCSA,4,19128,quijote,18599.0
LogLog,4,19128,quijote,18197.214634179145
HLL,4,19128,quijote,24984.022222267657
KMV,4,19128,quijote,27826.817801524277
MinCount,4,19128,quijote,15178.726164741971
REC,4,19128,quijote,4493.809435199538
AdaptiveSampling,5,19128,quijote,29696.0
PCSA,5,19128,quijote,20283.0
LogLog,5,19128,quijote,22732.114732841936
HLL,5,19128,quijote,28319.07265319297
KMV,5,19128,quijote,26103.70553611767
MinCount,5,19128,quijote,17827.907884669716
REC,5,19128,quijote,8927.015661462763
AdaptiveSampling,6,19128,quijote,23040.0
PCSA,6,19128,quijote,19634.0
LogLog,6,19128,quijote,23544.782519634013
HLL,6,19128,quijote,25410.663967594523
KMV,6,19128,quijote,21332.864573180992
MinCount,6,19128,quijote,19605.05848544635
REC,6,19128,quijote,10505.616217856656
AdaptiveSampling,7,19128,quijote,21248.0
PCSA,7,19128,quijote,21528.0
LogLog,7,19128,quijote,22090.832199677934
HLL,7,19128,quijote,21551.705919961598
KMV,7,19128,quijote,20995.306166908384
MinCount,7,19128,quijote,22340.043496872826
REC,7,19128,quijote,17642.543070701395
AdaptiveSampling,8,19128,quijote,20736.0
PCSA,8,19128,quijote,22299.0
LogLog,8,19128,quijote,22284.409720898817
HLL,8,19128,quijote,22133.23825939675
KMV,8,19128,quijote,21525.41656619365
MinCount,8,19128,quijote,22920.626451875705
REC,8,19128,quijote,22401.279616045296
AdaptiveSampling,9,19128,quijote,21952.0
PCSA,9,19128,quijote,22603.0
LogLog,9,19128,quijote,21902.135752923466
HLL,9,19128,quijote,22085.782264001286
KMV,9,19128,quijote,21681.045711910538
MinCount,9,19128,quijote,23279.203191540062
REC,9,19128,quijote,21229.70699032205
AdaptiveSampling,2,19128,valley-fear,4096.0
PCSA,2,19128,valley-fear,3148.0
LogLog,2,19128,valley-fear,4298.721232072906
HLL,2,19128,valley-fear,4813.023529271636
KMV,2,19128,valley-fear,3874.7342811193002
MinCount,2,19128,valley-fear,7110.5708466030965
REC,2,19128,valley-fear,6309.887241768094
AdaptiveSampling,3,19128,valley-fear,4096.0
PCSA,3,19128,valley-fear,3433.0
LogLog,3,19128,valley-fear,4111.492937043556
HLL,3,19128,valley-fear,3079.8041299948773
KMV,3,19128,valley-fear,4014.9562193500865
MinCount,3,19128,valley-fear,7219.579936114696
REC,3,19128,valley-fear,3655.1259997683264
AdaptiveSampling,4,19128,valley-fear,3328.0
PCSA,4,19128,valley-fear,5295.0
LogLog,4,19128,valley-fear,4750.718538919436
HLL,4,19128,valley-fear,4170.15437387924
KMV,4,19128,valley-fear,3470.7997489260642
MinCount,4,19128,valley-fear,7946.9284767290455
REC,4,19128,valley-fear,6085.336746439085
AdaptiveSampling,5,19128,valley-fear,3328.0
PCSA,5,19128,valley-fear,6576.0
LogLog,5,19128,valley-fear,4778.838447495734
HLL,5,19128,valley-fear,5285.032537627066
KMV,5,19128,valley-fear,4345.771609089147
MinCount,5,19128,valley-fear,5828.422412533053
REC,5,19128,valley-fear,5290.363496655065
AdaptiveSampling,6,19128,valley-fear,4608.0
PCSA,6,19128,valley-fear,5470.0
LogLog,6,19128,valley-fear,5339.521613491222
HLL,6,19128,valley-fear,6017.723303996023
KMV,6,19128,valley-fear,5129.691938368534
MinCount,6,19128,valley-fear,6551.412159199765
REC,6,19128,valley-fear,6011.583117275146
AdaptiveSampling,7,19128,valley-fear,5376.0
PCSA,7,19128,valley-fear,5965.0
LogLog,7,19128,valley-fear,5492.882242518339
HLL,7,19128,valley-fear,6090.536020331098
KMV,7,19128,valley-fear,5193.364076117046
MinCount,7,19128,valley-fear,6175.407319049786
REC,7,19128,valley-fear,5404.865336658464
AdaptiveSampling,8,19128,valley-fear,5344.0
PCSA,8,19128,valley-fear,6195.0
LogLog,8,19128,valley-fear,5556.038481711275
HLL,8,19128,valley-fear,5894.224462757434
KMV,8,19128,valley-fear,5574.1142463092765
MinCount,8,19128,valley-fear,5580.30978960937
REC,8,19128,valley-fear,6043.927814237348
AdaptiveSampling,9,19128,valley-fear,5776.0
PCSA,9,19128,valley-fear,5917.0
LogLog,9,19128,valley-fear,5874.891280649718
HLL,9,19128,valley-fear,6345.653387509759
KMV,9,19128,valley-fear,5914.388244474467
MinCount,9,19128,valley-fear,5717.317714643418
REC,9,19128,valley-fear,5913.455213540686
AdaptiveSampling,2,19128,war-peace,16384.0
PCSA,2,19128,war-peace,21181.0
LogLog,2,19128,war-peace,8597.442464145812
HLL,2,19128,war-peace,6978.884117443873
KMV,2,19128,war-peace,20716.70853129718
MinCount,2,19128,war-peace,7553.135784550217
REC,2,19128,war-peace,7887.609052210118
AdaptiveSampling,3,19128,war-peace,14336.0
PCSA,3,19128,war-peace,17811.0
LogLog,3,19128,war-peace,10663.893338852671
HLL,3,19128,war-peace,10580.61741433724
KMV,3,19128,war-peace,14275.715511052189
MinCount,3,19128,war-peace,13091.362017996678
REC,3,19128,war-peace,21393.837437270016
AdaptiveSampling,4,19128,war-peace,14336.0
PCSA,4,19128,war-peace,13734.0
LogLog,4,19128,war-peace,12867.37386653515
HLL,4,19128,war-peace,14552.549026372399
KMV,4,19128,war-peace,15992.226723220543
MinCount,4,19128,war-peace,16860.120373147336
REC,4,19128,war-peace,18123.952389735703
AdaptiveSampling,5,19128,war-peace,16384.0
PCSA,5,19128,war-peace,15305.0
LogLog,5,19128,war-peace,15062.715710236773
HLL,5,19128,war-peace,16021.612336669446
KMV,5,19128,war-peace,15873.031255964577
MinCount,5,19128,war-peace,19033.308174971393
REC,5,19128,war-peace,16519.917960554532
AdaptiveSampling,6,19128,war-peace,12288.0
PCSA,6,19128,war-peace,17619.0
LogLog,6,19128,war-peace,14152.259398283983
HLL,6,19128,war-peace,14976.140217528176
KMV,6,19128,war-peace,13105.58115234673
MinCount,6,19128,war-peace,21246.070261556713
REC,6,19128,war-peace,17254.641678982818
AdaptiveSampling,7,19128,war-peace,14720.0
PCSA,7,19128,war-peace,18201.0
LogLog,7,19128,war-peace,16049.298818867872
HLL,7,19128,war-peace,17683.196540885787
KMV,7,19128,war-peace,14811.974664084157
MinCount,7,19128,war-peace,20532.062376779963
REC,7,19128,war-peace,16449.084611917577
AdaptiveSampling,8,19128,war-peace,14720.0
PCSA,8,19128,war-peace,17571.0
LogLog,8,19128,war-peace,16366.232437600542
HLL,8,19128,war-peace,18050.01061608234
KMV,8,19128,war-peace,17226.031435487756
MinCount,8,19128,war-peace,18310.76745826205
REC,8,19128,war-peace,18723.358375140815
AdaptiveSampling,9,19128,war-peace,17536.0
PCSA,9,19128,war-peace,17429.0
LogLog,9,19128,war-peace,17165.466421555804
HLL,9,19128,war-peace,18257.178298206498
KMV,9,19128,war-peace,17554.668993501506
MinCount,9,19128,war-peace,17970.231473658467
REC,9,19128,war-peace,19483.024840483802
AdaptiveSampling,2,48828,crusoe,4096.0
PCSA,2,48828,crusoe,4452.0
LogLog,2,48828,crusoe,8597.442464145812
HLL,2,48828,crusoe,6935.537011124346
KMV,2,48828,crusoe,5530.767521849595
MinCount,2,48828,crusoe,10983.054248262388
REC,2,48828,crusoe,3230.1742677852644
AdaptiveSampling,3,48828,crusoe,6144.0
PCSA,3,48828,crusoe,5295.0
LogLog,3,48828,crusoe,6340.78891609686
HLL,3,48828,crusoe,4681.522067360634
KMV,3,48828,crusoe,6003.06836142241
MinCount,3,48828,crusoe,8325.343288930242
REC,3,48828,crusoe,1602.0737294484127
AdaptiveSampling,4,48828,crusoe,5632.0
PCSA,4,48828,crusoe,4855.0
LogLog,4,48828,crusoe,4961.050817885436
HLL,4,48828,crusoe,4552.62166678693
KMV,4,48828,crusoe,4927.314158535676
MinCount,4,48828,crusoe,9088.38654623587
REC,4,48828,crusoe,2170.5209277065337
AdaptiveSampling,5,48828,crusoe,5120.0
PCSA,5,48828,crusoe,5774.0
LogLog,5,48828,crusoe,4778.838447495734
HLL,5,48828,crusoe,4881.121396324773
KMV,5,48828,crusoe,5232.802272966299
MinCount,5,48828,crusoe,9062.07082033856
REC,5,48828,crusoe,4398.302521412692
AdaptiveSampling,6,48828,crusoe,6144.0
PCSA,6,48828,crusoe,6229.0
LogLog,6,48828,crusoe,5456.441912003707
HLL,6,48828,crusoe,5717.618802132902
KMV,6,48828,crusoe,5869.6889339018335
MinCount,6,48828,crusoe,7307.595426658417
REC,6,48828,crusoe,6805.567478156004
AdaptiveSampling,7,48828,crusoe,5888.0
PCSA,7,48828,crusoe,6297.0
LogLog,7,48828,crusoe,5798.534654616808
HLL,7,48828,crusoe,6153.165584387893
KMV,7,48828,crusoe,6153.913816345434
MinCount,7,48828,crusoe,6181.642436160356
REC,7,48828,crusoe,7436.63034197907
AdaptiveSampling,8,48828,crusoe,6688.0
PCSA,8,48828,crusoe,6063.0
LogLog,8,48828,crusoe,6124.8800544266505
HLL,8,48828,crusoe,6181.484475199877
KMV,8,48828,crusoe,6647.960883925219
MinCount,8,48828,crusoe,6360.064095369963
REC,8,48828,crusoe,7231.299256413701
AdaptiveSampling,9,48828,crusoe,6496.0
PCSA,9,48828,crusoe,5829.0
LogLog,9,48828,crusoe,6036.133247816699
HLL,9,48828,crusoe,6089.680386720172
KMV,9,48828,crusoe,6308.993846385549
MinCount,9,48828,crusoe,6293.393952660581
REC,9,48828,crusoe,6939.67784141702
AdaptiveSampling,2,48828,dracula,6144.0
PCSA,2,48828,dracula,7488.0
LogLog,2,48828,dracula,3614.7792742251377
HLL,2,48828,dracula,3101.726274419499
KMV,2,48828,dracula,6143.991210950073
MinCount,2,48828,dracula,10383.856576774637
REC,2,48828,dracula,4037.9678347315803
AdaptiveSampling,3,48828,dracula,8192.0
PCSA,3,48828,dracula,6867.0
LogLog,3,48828,dracula,5814.529073168185
HLL,3,48828,dracula,6247.602663703894
KMV,3,48828,dracula,8016.477051343173
MinCount,3,48828,dracula,10889.071899932054
REC,3,48828,dracula,4112.141749739368
AdaptiveSampling,4,48828,dracula,6656.0
PCSA,4,48828,dracula,8905.0
LogLog,4,48828,dracula,5649.588287858324
HLL,4,48828,dracula,5503.303140577476
KMV,4,48828,dracula,6482.5467924204795
MinCount,4,48828,dracula,14153.108125296987
REC,4,48828,dracula,5727.316937825021
AdaptiveSampling,5,48828,dracula,7424.0
PCSA,5,48828,dracula,9299.0
LogLog,5,48828,dracula,6333.091822361956
HLL,5,48828,dracula,6764.47484428496
KMV,5,48828,dracula,7816.717045193292
MinCount,5,48828,dracula,10536.620837035627
REC,5,48828,dracula,6170.45269952566
AdaptiveSampling,6,48828,dracula,7424.0
PCSA,6,48828,dracula,9503.0
LogLog,6,48828,dracula,7971.413082159288
HLL,6,48828,dracula,9026.01433933331
KMV,6,48828,dracula,9023.689299790927
MinCount,6,48828,dracula,11017.94832085409
REC,6,48828,dracula,7019.934471486601
AdaptiveSampling,7,48828,dracula,8832.0
PCSA,7,48828,dracula,9401.0
LogLog,7,48828,dracula,8750.9422329154
HLL,7,48828,dracula,9917.057385514068
KMV,7,48828,dracula,8515.857095690382
MinCount,7,48828,dracula,9738.257841337629
REC,7,48828,dracula,8894.464373280136
AdaptiveSampling,8,48828,dracula,8640.0
PCSA,8,48828,dracula,9150.0
LogLog,8,48828,dracula,8568.58269287823
HLL,8,48828,dracula,8874.126466986509
KMV,8,48828,dracula,9286.087755280649
MinCount,8,48828,dracula,10132.812116512503
REC,8,48828,dracula,8719.632255588907
AdaptiveSampling,9,48828,dracula,9344.0
PCSA,9,48828,dracula,8978.0
LogLog,9,48828,dracula,8926.395806567209
HLL,9,48828,dracula,9158.524801334519
KMV,9,48828,dracula,9622.56039705872
MinCount,9,48828,dracula,9772.595468364247
REC,9,48828,dracula,9482.890879827202
AdaptiveSampling,2,48828,iliad,2048.0
PCSA,2,48828,iliad,4452.0
LogLog,2,48828,iliad,4298.721232072906
HLL,2,48828,iliad,4294.6979184269985
KMV,2,48828,iliad,3426.816469376102
MinCount,2,48828,iliad,22729.42497380407
REC,2,48828,iliad,6309.887241768094
AdaptiveSampling,3,48828,iliad,5120.0
PCSA,3,48828,iliad,6297.0
LogLog,3,48828,iliad,4483.614840644588
HLL,3,48828,iliad,5105.044978123804
KMV,3,48828,iliad,5473.2342103318115
MinCount,3,48828,iliad,14009.78995266971
REC,3,48828,iliad,2566.8141452419522
AdaptiveSampling,4,48828,iliad,7168.0
PCSA,4,48828,iliad,8166.0
LogLog,4,48828,iliad,4961.050817885436
HLL,4,48828,iliad,5596.024799041121
KMV,4,48828,iliad,6261.874148249845
MinCount,4,48828,iliad,9114.393826300471
REC,4,48828,iliad,4774.735024899509
AdaptiveSampling,5,48828,iliad,6144.0
PCSA,5,48828,iliad,9100.0
LogLog,5,48828,iliad,5442.086911346454
HLL,5,48828,iliad,6438.633088779904
KMV,5,48828,iliad,6344.775882338953
MinCount,5,48828,iliad,7454.5657526876
REC,5,48828,iliad,6170.45269952566
AdaptiveSampling,6,48828,iliad,6144.0
PCSA,6,48828,iliad,8345.0
LogLog,6,48828,iliad,6924.502831289396
HLL,6,48828,iliad,8378.51837185187
KMV,6,48828,iliad,8152.62543437839
MinCount,6,48828,iliad,8129.568728570656
REC,6,48828,iliad,5919.081838547836
AdaptiveSampling,7,48828,iliad,8320.0
PCSA,7,48828,iliad,8905.0
LogLog,7,48828,iliad,8024.649409433936
HLL,7,48828,iliad,9104.684925003574
KMV,7,48828,iliad,8735.718882549127
MinCount,7,48828,iliad,8605.15609677818
REC,7,48828,iliad,6217.713580607538
AdaptiveSampling,8,48828,iliad,8832.0
PCSA,8,48828,iliad,10005.0
LogLog,8,48828,iliad,8779.950716168129
HLL,8,48828,iliad,9464.856435266307
KMV,8,48828,iliad,9096.13228472049
MinCount,8,48828,iliad,9226.349045165745
REC,8,48828,iliad,7259.550425384067
AdaptiveSampling,9,48828,iliad,9504.0
PCSA,9,48828,iliad,9162.0
LogLog,9,48828,iliad,8890.215581054572
HLL,9,48828,iliad,9278.599697964715
KMV,9,48828,iliad,9348.58778512575
MinCount,9,48828,iliad,9063.481567805753
REC,9,48828,iliad,8468.09702880737
AdaptiveSampling,2,48828,mare-balena,6144.0
PCSA,2,48828,mare-balena,5295.0
LogLog,2,48828,mare-balena,4298.721232072906
HLL,2,48828,mare-balena,4813.023529271636
KMV,2,48828,mare-balena,5578.693466536027
MinCount,2,48828,mare-balena,5416.953865363393
REC,2,48828,mare-balena,6309.887241768094
AdaptiveSampling,3,48828,mare-balena,5120.0
PCSA,3,48828,mare-balena,5774.0
LogLog,3,48828,mare-balena,5331.946669426336
HLL,3,48828,mare-balena,4788.308610867948
KMV,3,48828,mare-balena,4610.883988570013
MinCount,3,48828,mare-balena,4904.8528103886765
REC,3,48828,mare-balena,8337.516863339382
AdaptiveSampling,4,48828,mare-balena,5120.0
PCSA,4,48828,mare-balena,5774.0
LogLog,4,48828,mare-balena,4961.050817885436
HLL,4,48828,mare-balena,5257.3454583170305
KMV,4,48828,mare-balena,4207.5446169665165
MinCount,4,48828,mare-balena,4259.55674883558
REC,4,48828,mare-balena,8755.481002235945
AdaptiveSampling,5,48828,mare-balena,4608.0
PCSA,5,48828,mare-balena,6030.0
LogLog,5,48828,mare-balena,4883.481383374556
HLL,5,48828,mare-balena,4823.000827121112
KMV,5,48828,mare-balena,4457.934721370011
MinCount,5,48828,mare-balena,4707.429205976566
REC,5,48828,mare-balena,5130.019148271579
AdaptiveSampling,6,48828,mare-balena,4736.0
PCSA,6,48828,mare-balena,5965.0
LogLog,6,48828,mare-balena,5113.1434144401355
HLL,6,48828,mare-balena,5278.271444083902
KMV,6,48828,mare-balena,5806.844277056385
MinCount,6,48828,mare-balena,4684.234385684257
REC,6,48828,mare-balena,5393.20459261501
AdaptiveSampling,7,48828,mare-balena,5760.0
PCSA,7,48828,mare-balena,5681.0
LogLog,7,48828,mare-balena,5582.846397655086
HLL,7,48828,mare-balena,5778.905885355542
KMV,7,48828,mare-balena,5739.816443720438
MinCount,7,48828,mare-balena,5283.455469749179
REC,7,48828,mare-balena,5000.126230376746
AdaptiveSampling,8,48828,mare-balena,5888.0
PCSA,8,48828,mare-balena,5382.0
LogLog,8,48828,mare-balena,5556.038481711275
HLL,8,48828,mare-balena,5481.20609769672
KMV,8,48828,mare-balena,5877.818974849151
MinCount,8,48828,mare-balena,5736.801512049533
REC,8,48828,mare-balena,5590.495229313334
AdaptiveSampling,9,48828,mare-balena,5408.0
PCSA,9,48828,mare-balena,5448.0
LogLog,9,48828,mare-balena,5641.068296389083
HLL,9,48828,mare-balena,5787.571831222689
KMV,9,48828,mare-balena,5257.416140630598
MinCount,9,48828,mare-balena,5715.452033241101
REC,9,48828,mare-balena,5598.992323767025
AdaptiveSampling,2,48828,midsummer-nights-dream,2048.0
PCSA,2,48828,midsummer-nights-dream,3744.0
LogLog,2,48828,midsummer-nights-dream,1278.0174686485907
HLL,2,48828,midsummer-nights-dream,1453.93419113414
KMV,2,48828,midsummer-nights-dream,2332.6852494779255
MinCount,2,48828,midsummer-nights-dream,1793.1672484588873
REC,2,48828,midsummer-nights-dream,4037.9678347315803
AdaptiveSampling,3,48828,midsummer-nights-dream,3072.0
PCSA,3,48828,midsummer-nights-dream,4083.0
LogLog,3,48828,midsummer-nights-dream,1728.6698360504458
HLL,3,48828,midsummer-nights-dream,2277.771804475378
KMV,3,48828,midsummer-nights-dream,2040.404529956509
MinCount,3,48828,midsummer-nights-dream,1885.6143726491575
REC,3,48828,midsummer-nights-dream,4112.141749739368
AdaptiveSampling,4,48828,midsummer-nights-dream,2304.0
PCSA,4,48828,midsummer-nights-dream,2764.0
LogLog,4,48828,midsummer-nights-dream,2274.651829272393
HLL,4,48828,midsummer-nights-dream,2990.672151606192
KMV,4,48828,midsummer-nights-dream,2382.600314893956
MinCount,4,48828,midsummer-nights-dream,2628.7885421894703
REC,4,48828,midsummer-nights-dream,5390.357117952962
AdaptiveSampling,5,48828,midsummer-nights-dream,2688.0
PCSA,5,48828,midsummer-nights-dream,2950.0
LogLog,5,48828,midsummer-nights-dream,2903.7354035461763
HLL,5,48828,midsummer-nights-dream,3767.9693961883686
KMV,5,48828,midsummer-nights-dream,2916.177884766806
MinCount,5,48828,midsummer-nights-dream,3385.3225103553214
REC,5,48828,midsummer-nights-dream,4535.780725206839
AdaptiveSampling,6,48828,midsummer-nights-dream,3200.0
PCSA,6,48828,midsummer-nights-dream,3360.0
LogLog,6,48828,midsummer-nights-dream,3040.2932642407577
HLL,6,48828,midsummer-nights-dream,3294.1703773051318
KMV,6,48828,midsummer-nights-dream,2996.090858629475
MinCount,6,48828,midsummer-nights-dream,3317.4256013415306
REC,6,48828,midsummer-nights-dream,3232.8940456175055
AdaptiveSampling,7,48828,midsummer-nights-dream,3296.0
PCSA,7,48828,midsummer-nights-dream,3470.0
LogLog,7,48828,midsummer-nights-dream,3044.0685834626247
HLL,7,48828,midsummer-nights-dream,3152.1563573834032
KMV,7,48828,midsummer-nights-dream,3105.4591274196036
MinCount,7,48828,midsummer-nights-dream,3137.1608199853663
REC,7,48828,midsummer-nights-dream,3110.0259715592965
AdaptiveSampling,8,48828,midsummer-nights-dream,2992.0
PCSA,8,48828,midsummer-nights-dream,3279.0
LogLog,8,48828,midsummer-nights-dream,3045.901085519575
HLL,8,48828,midsummer-nights-dream,3091.835648872741
KMV,8,48828,midsummer-nights-dream,2952.7977374213383
MinCount,8,48828,midsummer-nights-dream,3002.379718389181
REC,8,48828,midsummer-nights-dream,2803.393741596738
AdaptiveSampling,9,48828,midsummer-nights-dream,3056.0
PCSA,9,48828,midsummer-nights-dream,3191.0
LogLog,9,48828,midsummer-nights-dream,3059.203128381475
HLL,9,48828,midsummer-nights-dream,3085.1675474821695
KMV,9,48828,midsummer-nights-dream,3071.691688502987
MinCount,9,48828,midsummer-nights-dream,3117.463093727572
REC,9,48828,midsummer-nights-dream,3021.7882453848374
AdaptiveSampling,2,48828,quijote,32768.0
PCSA,2,48828,quijote,29954.0
LogLog,2,48828,quijote,24317.239469034736
HLL,2,48828,quijote,22788.19303655142
KMV,2,48828,quijote,26542.563983825083
MinCount,2,48828,quijote,26326.665402595703
REC,2,48828,quijote,6309.887241768094
AdaptiveSampling,3,48828,quijote,24576.0
PCSA,3,48828,quijote,25189.0
LogLog,3,48828,quijote,27658.717376807133
HLL,3,48828,quijote,22523.54608373936
KMV,3,48828,quijote,20211.855385140796
MinCount,3,48828,quijote,19982.195055357715
REC,3,48828,quijote,11871.614830809394
AdaptiveSampling,4,48828,quijote,28672.0
PCSA,4,48828,quijote,26304.0
LogLog,4,48828,quijote,29306.438236750997
HLL,4,48828,quijote,26354.207805052465
KMV,4,48828,quijote,27893.467332680135
MinCount,4,48828,quijote,19913.037069594626
REC,4,48828,quijote,33231.74855905375
AdaptiveSampling,5,48828,quijote,23552.0
PCSA,5,48828,quijote,23098.0
LogLog,5,48828,quijote,21301.89684358713
HLL,5,48828,quijote,18769.551864824385
KMV,5,48828,quijote,22706.325003496062
MinCount,5,48828,quijote,22812.010295080643
REC,5,48828,quijote,29643.862764054433
AdaptiveSampling,6,48828,quijote,22016.0
PCSA,6,48828,quijote,23349.0
LogLog,6,48828,quijote,22063.434675232013
HLL,6,48828,quijote,21721.341142702742
KMV,6,48828,quijote,22558.212540605884
MinCount,6,48828,quijote,21721.604247876952
REC,6,48828,quijote,31101.811972738804
AdaptiveSampling,7,48828,quijote,24064.0
PCSA,7,48828,quijote,24516.0
LogLog,7,48828,quijote,23446.70622860652
HLL,7,48828,quijote,25160.660851570097
KMV,7,48828,quijote,24129.9189071242
MinCount,7,48828,quijote,21827.300112985893
REC,7,48828,quijote,31381.43299090546
AdaptiveSampling,8,48828,quijote,24448.0
PCSA,8,48828,quijote,23413.0
LogLog,8,48828,quijote,24433.274889105032
HLL,8,48828,quijote,24632.680991986028
KMV,8,48828,quijote,24524.600372431472
MinCount,8,48828,quijote,22072.262959200933
REC,8,48828,quijote,23750.42024521488
AdaptiveSampling,9,48828,quijote,24256.0
PCSA,9,48828,quijote,22572.0
LogLog,9,48828,quijote,23981.650174858052
HLL,9,48828,quijote,23902.57741694189
KMV,9,48828,quijote,23191.040166253955
MinCount,9,48828,quijote,22587.43170334426
REC,9,48828,quijote,25753.757559369602
AdaptiveSampling,2,48828,valley-fear,6144.0
PCSA,2,48828,valley-fear,8905.0
LogLog,2,48828,valley-fear,6079.309867258684
HLL,2,48828,valley-fear,7346.193807835655
KMV,2,48828,valley-fear,6005.950475352342
MinCount,2,48828,valley-fear,5061.419780501228
REC,2,48828,valley-fear,3230.1742677852644
AdaptiveSampling,3,48828,valley-fear,6144.0
PCSA,3,48828,valley-fear,7488.0
LogLog,3,48828,valley-fear,6914.679344201783
HLL,3,48828,valley-fear,7903.593731191672
KMV,3,48828,valley-fear,8201.41706289647
MinCount,3,48828,valley-fear,6966.152344991793
REC,3,48828,valley-fear,5204.695027013887
AdaptiveSampling,4,48828,valley-fear,10240.0
PCSA,4,48828,valley-fear,3910.0
LogLog,4,48828,valley-fear,7650.986276741838
HLL,4,48828,valley-fear,7952.660594693649
KMV,4,48828,valley-fear,9098.265609522769
MinCount,4,48828,valley-fear,8946.126404000563
REC,4,48828,valley-fear,2939.4155634409103
AdaptiveSampling,5,48828,valley-fear,7168.0
PCSA,5,48828,valley-fear,4751.0
LogLog,5,48828,valley-fear,7369.976386603597
HLL,5,48828,valley-fear,6649.105745178337
KMV,5,48828,valley-fear,5398.368584170814
MinCount,5,48828,valley-fear,6810.88488291757
REC,5,48828,valley-fear,3334.094725783162
AdaptiveSampling,6,48828,valley-fear,6144.0
PCSA,6,48828,valley-fear,5016.0
LogLog,6,48828,valley-fear,6849.912178152468
HLL,6,48828,valley-fear,6356.908456164624
KMV,6,48828,valley-fear,5926.426023880929
MinCount,6,48828,valley-fear,6789.449013969834
REC,6,48828,valley-fear,3659.9419960381347
AdaptiveSampling,7,48828,valley-fear,5888.0
PCSA,7,48828,valley-fear,5411.0
LogLog,7,48828,valley-fear,6461.810145587824
HLL,7,48828,valley-fear,5979.388621996757
KMV,7,48828,valley-fear,5601.589870908437
MinCount,7,48828,valley-fear,6280.416543346355
REC,7,48828,valley-fear,5707.51843007071
AdaptiveSampling,8,48828,valley-fear,5568.0
PCSA,8,48828,valley-fear,5499.0
LogLog,8,48828,valley-fear,6275.967327129044
HLL,8,48828,valley-fear,5948.319517712828
KMV,8,48828,valley-fear,6016.406116792322
MinCount,8,48828,valley-fear,6699.110414731751
REC,8,48828,valley-fear,5996.97709630515
AdaptiveSampling,9,48828,valley-fear,5984.0
PCSA,9,48828,valley-fear,5696.0
